date,boss_desc,rubrikabrax,meryde
2022-10-10,"Takeza est la Méryde de la grâce. Sous son influence, un Trool boiteux devient aussi charmant qu’une Eniripsa dans un cours de danse, et même un Bwork peut faire preuve d’une certaine délicatesse. Alors, n’hésitez pas à lui rendre grâce, car tout ça… c’est grâce à elle !","Jadis, la mère d’Amalia Sheran Sharm, reine du Royaume Sadida, était une femme d’une grâce à couper le souffle ! Son élégance et sa beauté ont fait plus d’un jaloux, mais c’est au Roi Sheran Sharm qu’elle a toujours offert son cœur, si fragile. On voit de qui tient la jeune princesse Sadida…","Le meilleur moyen de fêter Ganks Fivingue, c’est encore de rendre honneur aux Dragodindes, en les utilisant comme montures… ou en les dévorant rôties, accompagnées un bon jus de Citwouille ! Qu’importe ce que vous en faites, après tout, du moment que vous y mettez de la grâce !"
2022-10-11,"Emattera est le Méryde du gaz. C’est lui qui fait pétiller l’eau de source, provoque les coups de grisou, ou permet au Dragon-Cochon d’asphyxier ses ennemis grâce à une technique naturelle… Qui a dit que son pouvoir ne valait pas un pet de Wabbit ?","Le Boufbowl est un sport qui respire la triche. C’est dans l’air du temps ! Et les joueurs doivent parfois composer avec des handicaps à couper le souffle ! Gaz soporifiques ou pets de Bwork, sortes de boules puantes : quand c’est le public qui choisit les bonus, ça ne sent généralement pas bon !","Aujourd’hui, si on vous demande « ça gaze ? », ne soyez pas surpris ! L’atmosphère risque en effet d’être chargée de vapeurs diverses et variées ! Un conseil : fuyez vos compagnons au moindre bruit de ventre suspect !"
2022-10-12,"Diakollec est la Méryde des voyages. Elle ne tient pas en place ! À tel point que les autres Mérydes la soupçonnent d’avoir des Larves aux fesses ! C’est elle qui donne aux gens l’envie de changer d’horizon, de tester de nouveaux plats... d’attraper de nouvelles maladies !","Wally Elconom, surnommé le Géographe, s’est rendu célèbre durant l’Âge des Dofus grâce à sa grande connaissance du Monde des Douze. On lui doit quantité de livres touristiques, comme par exemple Voyager sans jamais perdre le nord, ou encore Le Guide du Broutard.","Aujourd’hui, vous allez avoir la bougeotte ! Le meilleur moyen de fêter la Bamboussole, c’est encore de voyager ! Alors, contactez vite l’Agence Touriste, ou laissez-vous guider par le destin ! Avec un peu de chance, vous finirez sur une île paradisiaque… ou dans les Landes de Sidimote.
"
2022-10-13,Astirout est le Méryde de la Pandrista. Douleurs intestinales ? Nausée ? Irrésistible envie d’attraper la gazette d’Amakna et de vous enfermer dans les lieux d’aisances pour quelques heures ? Ne cherchez plus : c’est Astirout qui a décidé de vous faire… suer !,On raconte que quiconque ose se coiffer d’un couvre-chef Pandawa se retrouve directement sur le trône. Quant à savoir lequel… c’est une autre histoire !,Vous pensiez vous la couler douce aujourd’hui ? Vous n’aviez peut-être pas tout à fait tort…
2022-10-14,"Eylen est la Méryde des ombres. Dès que le soleil pointe le bout de son nez, elle s’amuse à projeter sur le sol la silhouette des gens et des objets. Elle les déforme, les agrandit, les rapetisse. En somme, c’est une véritable artiste !","Si les Srams fuient la lumière du jour, ce n’est pas pour éviter les coups de soleil… mais plutôt pour réussir leurs coups ! Car pour voler la bourse d’un Enutrof, sans se prendre un coup de pelle sur la tête, il vaut quand même mieux œuvrer dans l’ombre, non ?","Aujourd’hui, vous aurez peut-être le sentiment d’une menace imminente. D’un danger qui vous guette et vous suit comme… votre ombre. Méfiance ! Car les silhouettes obscures cachent parfois des créatures maléfiques. Auquel cas, mieux vaut savoir allumer un lampadaire !"
2022-10-15,"Dnegeleht est le Méryde de la relaxation. Il vous suffit d’écouter le son de sa voix : vous êtes calme, vos muscles se relâchent. Vos paupières sont lourdes. Vous vous laissez envahir par une sensation de bien-être. Comptez jusqu’à trois : un, deux, trois. Ça y est, vous êtes totalement détendu.","Après un long voyage en mer, entourés de filles invivables, les garçons de la Confrérie du Tofu avaient bien besoin d’un peu de détente. Et c’est dans les bras des Bellaphones, ces créatures aussi charmantes que dangereuses, qu’ils décidèrent de se relaxer… ce qui n’a pas vraiment plu aux filles !","Fatigué des combats incessants contre les Bouftous ? Besoin de rien, envie de repos ? Eh bien, détendez-vous ! Il y a tellement de façons de se relaxer ! Dormir comme un Sadida, cueillir des fleurs… ou mieux : s’assoir sur un banc et regarder les gens passer ! Génial, non ?"
2022-10-16,"Kuri est le Méryde de l’insouciance. Il incite les gens à agir sans se préoccuper des conséquences. C’est sa faute si les Sadidas grimpent parfois jusqu’à la cime des arbres, si les Srams commettent des larcins en public... et si les Enutrofs dépensent parfois plus d’un kama par mois !",S’endormir sur un champ de bataille : qui serait assez inconscient pour faire une chose pareille ? Li Crounch del Toro apparemment ! Ce célèbre illustrateur de l’Âge des Dofus a du souci à se faire s’il veut devenir une vieille branche un jour…,"Aujourd’hui, laissez de côté tous vos soucis ! Faites ce que vous avez toujours rêvé de faire, sans vous préoccuper des conséquences ! Affronter le Bouftou Royal en solo, mâchouiller des feuilles de Kaliptus en public, vous bagarrer tout nu : profitez-en, car demain il sera trop tard !"
2022-10-17,"Yaloop est le Méryde de la prévoyance. C’est grâce à lui que les Enutrofs pensent à assurer leur Dragodinde contre la casse, ou que les Iops prévoient une épée de rechange… au cas où ils auraient oublié la première.","Yova Etna a beau être voyante, ça ne l’empêche pas d’être prévoyante. Cette célèbre devineresse de l’Âge des Dofus ne sort jamais de la Foire du Trool sans une boule de cristal de rechange. On ne sait jamais ce qui pourrait arriver…","Mieux vaut prévenir, que guérir ! Aujourd’hui, assurez-vous bien que vous êtes paré pour tous les dangers ! C’est le moment de revoir les compétences de vos compagnons, de faire des provisions pour l’hiver et… hum… de faire des provisions pour le printemps… ah, et euh… pour l’été aussi !"
2022-10-18,"Fry est le Méryde du brouillard. Ce qui explique pourquoi il a toujours l’air aussi mal réveillé... Son temps, il le passe à remplir l’air de microgouttelettes qu’il s’amuse à maintenir en suspend. Il a à son actif de nombreux accidents de Dragodindes et tout autant de collisions de fronts !","Le matin au réveil, il arrive souvent que le brouillard recouvre le Monde des Douze. C’est peut-être Grougaloragran qui essaye d’échapper à la vigilance de Nox ! Car grâce à ses pouvoirs, le Dragon peut créer de la brume ! Mais c’est peine perdue, car le Xélor n’a jamais la tête dans le brouillard !","Aujourd’hui, vous risquez d’y voir aussi clair qu’un Pandawa un lendemain de Fin Patraque ! Alors, réveillez-vous ! Et surtout, soyez prudents si vous prenez votre Dragodinde ! Un accident est si vite arrivé…"
2022-10-19,"Zellina est la Méryde des inondations. C’est elle qui fait monter le niveau des rivières, au point de les faire déborder. Elle hante également les salles de bain et les baquets à lessives, à l’affut du moindre faux geste de votre part…","En 789, le Déluge s’abat sur le Monde des 12, provoquant cataclysmes et raz-de-marée. Le responsable : Ogrest, un ogre victime d’un terrible chagrin d’amour. De ses flots de larmes et ses pleurs torrentiels, il sème le Chaos et change la face du monde à jamais.","Aujourd’hui, risque de débordements ! Fleuves, mares, puits : les points d’eau pourraient bien se transformer en véritables torrents ! L’avantage, c’est qu’avec une telle crue, les pêcheurs ont des chances de se retrouver noyés sous des flots de poissons !"
2022-10-20,Sephy est le Méryde de la mémoire. Il collecte les souvenirs des gens et les range soigneusement dans un coin de leur cerveau. C’est grâce à lui si vous vous souvenez parfaitement de vos conjugaisons et de la date d’anniversaire de votre grand-tante Josiane...,"Nox, un horloger fou de l’Ère du Wakfu, est devenu tristement célèbre après avoir failli détruire le Monde des 12. Pourquoi ? Pour remonter le temps et ramener à la vie sa femme et ses enfants, qui hantaient sa mémoire. Les héros de la Confrérie du Tofu s’en souviendront longtemps !","Rien de tel qu’un peu d’histoire pour stimuler votre mémoire ! Aujourd’hui est le jour idéal pour chercher des traces du passé. Comment ? En courant observer quelques fossiles vivants, par exemple ! Oui, les Enutrofs, ça marche aussi…"
2022-10-21,"Baba est le Méryde de l’appétit. C’est grâce à lui si vous salivez d’avance devant un Tofu-burger, lorsque votre ventre est vide. Les Bouftous sont aussi particulièrement sensibles à son pouvoir. Au point que même les fonds de culotte des aventuriers leur semblent appétissants…","Une miche faite de bons épis, elle va vous mettre en appétit ! Oui, oui, oui, oui ! Elle est pétrie dans mon fournil ! Bon appétit ! – Chauchane, boulangère de l’Ère du Wakfu.","Quand l’appétit va, tout va. Ça tombe bien, car aujourd’hui, vous allez pouvoir satisfaire le vôtre sans aucun complexe ! Viandes parfumées, Boufpains fourrés aux Poms, cervelles de Bworks en gelée : vous aurez beau lutter, tout vous semblera… appétissant !"
2022-10-22,"Viviantho est le Méryde de l’apprentissage. Il vous accompagne tout au long de votre vie. Lorsque vous commencez à aller au pot, à lacer vos Boufbottes, ou, plus tard, quand vous apprenez votre métier. En revanche, face aux tables de calculs et aux Iops, il reste étrangement impuissant...","Pour parfaire sa maîtrise de la voie du Wakfu, Yugo ne peut pas y aller par quatre chemins : il doit suivre les directives et enseignements de son frère Dragon Adamaï. S’armer de patience il devra, pour que ses pouvoirs il puisse contrôler.","On en apprend tous les jours, du berceau jusqu’au tombeau ! Et aujourd’hui, plus encore que d’habitude ! C’est notamment la journée idéale pour apprendre à danser. À moins que vous ne souhaitiez avoir l’air d’une bête de foire au prochain bal où l'on vous aura invité..."
2022-10-23,"Patawaii est le Méryde de l’obscurité. Sa bouche est comme un gouffre sans fond qui avale la lumière. Rayons du soleil, flammes de bougie, idées lumineuses : rien ne lui résiste. Chez les Mérydes, on le surnomme d’ailleurs le trou noir…","La nuit, tous les Bworks sont jolis. – Proverbe amaknéen.","Une sombre journée s’annonce ! Alors, si vous comptez visiter un endroit mal famé, n’oubliez pas votre torche ! Car, mine de rien, certains aventuriers malintentionnés pourraient chercher à vous nuire… en laissant parler le côté obscur de leur force !
"
2022-10-24,"Sili est la Méryde du fer. Son corps est entièrement composé de ce métal, qu’elle passe son temps à protéger. Pas étonnant qu’elle ait une santé de fer et une volonté d’acier !","Radlu Minite, un mineur sombre de l’Âge des Dofus, avait besoin d’un nouveau dentier. Mais dans une mine, il avait peu de chance d’en trouver. N’ayant que du minerai de fer sous la main, il dut faire avec les moyens du bord. Depuis, il a un sourire ravageur… et un goût affreux dans la bouche !","Si vous êtes amateur de fer, cette journée va sans nul doute vous satisfaire. Pour dégotter votre métal favori, vous n’aurez en effet quasiment rien à faire ! Peu importe l’endroit où vous piocherez : vous y trouverez forcément du fer. Et ça, c’est bon pour les affaires !"
2022-10-25,"Rikoo est le Méryde des fourrures. Grâce à lui, les animaux sont protégés du froid… et les Chachas sont si doux que les Enutrofettes ne peuvent s’empêcher de les caresser du matin au soir.","Chassées pour leur fourrure, les Gerbilles sont la proie des chasseurs les moins honorables ! Une pratique qui n’est pas du tout au goût de la Gerbille Géante, et qui a tendance à la mettre de très mauvais poil ! Et lorsque sa fourrure se hérisse, il y a de l’électricité dans l’air…","Aujourd’hui, on n’a plus le droit ni d’avoir froid, ni d’avoir euh… ben froid ! Alors, courez donc renouveler votre stock de fourrures, et mettez un peu de chaleur dans votre garde-robe ! Avec un bon rembourrage et une capuche molletonnée, votre cape sera du plus bel effet !"
2022-10-26,"Capt est le Méryde de la myxomawose. Persuadé que les Wabbits ourdissent un complot pour détruire l’humanité, il a créé cette maladie afin de dissuader les gens de s’en approcher. Parano vous dites ?","Le remède contre la myxomawose a été découvert par le célèbre alchimiste Otomaï. C’est en voulant se préparer un bon dessert à base de Gelées que celui-ci s’aperçut d’une chose : la mixture neutralisait les effets de la maladie ! Et heureusement, car c’était vraiment répugnant.","Aujourd’hui, les mangeurs de Cawottes risquent de sérieusement déguster ! Qu’ils soient touchés par la maladie… ou par une armée d’aventuriers amateurs de civet !
"
2022-10-27,"Coyo est le Méryde de la sculpture. C’est lui qui inspire aux artistes leurs plus grands chefs-d’œuvre : statues des dieux destinées aux temples, figurines des héros du Krosmoz… et même modelages abstraits dans une assiette de purée.","Si Jay, le grand Boufbowler de l’équipe des Bouftons Rouges, s’est sculpté un corps de rêve, c’est pour montrer à ses adversaires de quel bois il se chauffe !","Vous avez toujours rêvé de vous mettre à la sculpture ? C’est le moment d’essayer ! Laissez vos mains tailler le bois et modeler l’argile ! Faites confiance à votre sens artistique ! Et si le résultat ne vous plait pas, vous pourrez toujours aller admirer l’œuvre d’un vrai sculpteur… et la copier !
"
2022-10-28,"Fredocigam est le Méryde des hallucinations. Et son pouvoir est énorme ! Il est capable de faire voir des Chachas roses à un Pandawa, ou de vous faire croire qu’il existe une oasis au beau milieu des Landes de Sidimote !","La réputation de Nomepok le Crapoteur s’est basée sur deux choses : le grand banditisme, et sa consommation excessive de fleurs de Dzibi ! On raconte que grâce à ce puissant psychotrope, il lui arrivait de discuter avec son grand amour : Anémia. Hallucinant, non ?","Aujourd’hui, vos yeux pourraient bien vous jouer des tours. Si vous apercevez un Trool en tutu ou un Iop lisant une encyclopédie, vous serez certainement en train d’halluciner ! Un conseil : n’abusez pas des plantes et des boissons à l’arôme douteux… Ce n’est pas la peine d’en rajouter !"
2022-10-29,"Tchokun est le Méryde de l’instinct de survie. C’est lui qui, par exemple, fait comprendre aux Bouftous que les Mulous n’en veulent pas qu’à leur laine. Il semble en revanche que son pouvoir n’ait pas d’effet sur les Iops, car aucun péril ne les arrête !","Katar, un Sacrieur de l’Âge des Dofus, n’est pas du genre à laisser la mort le prendre sans rechigner ! Alors quand on lui donne une seconde chance en le ramenant de l’au-delà, il s’accroche à la vie du mieux qu’il peut ! Même si pour cela, il doit finir accroché à la ceinture de Goultard…","Aujourd’hui, votre capacité à survivre à tous les dangers sera décuplée ! Alors, profitez-en pour vous dépasser ! Foncez dans une arène ou un endroit hostile, et voyez si vous vous en sortez indemne ! (L’Almanax décline toute responsabilité en cas de mort violente et prématurée.)"
2022-10-30,"Macugny est la Méryde du culot. Et le moins que l’on puisse dire, c’est qu’elle ne manque pas de toupet ! C’est elle, par exemple, qui pousse certaines aventurières à accoster de beaux inconnus dans la rue. Une Méryde du culot qui invite les femmes à porter la culotte, quoi de plus normal ??","Après quelques années d’absence, Ruel a décidé de revenir jouer dans l’équipe de Boufbowl du Real Boitar ! Ce qui n’est pas au goût de Tolot, qui trouve qu’il a un sacré culot de ramener sa pelle après les avoir abandonnés ! Encore si c’était par regret… Mais non ! C’est juste pour des Kamas en plus !","Vous ne manquez pas de culot ? Ça tombe bien, car aujourd’hui vous allez pouvoir laisser libre cours à votre nature. C’est l’occasion de vous incruster là où vous n’êtes pas invité, d’aller titiller une horde de Gobelins qui ne vous ont rien demandé, ou pire : de réveiller un Sadida qui fait la sieste !"
2022-10-31,"Asid est le Méryde de la peur. Un parquet qui craque, une porte qui claque, le hurlement d’un Chacha qui s’est pris la queue dedans : peu importe ce qui vous fiche la frousse, tout ce qui compte pour lui, c’est que vous soyez terrifié ! Car Asid se nourrit de vos frayeurs, et il n’est jamais rassasié.","Imaginez-vous un dragon énervé, là, juste devant vous : avouez que c’est terrifiant ! Eh bien c’est exactement ce que s’est dit Lily, une jeune Eniripsa de l’Âge des Dofus, lorsqu’elle a failli se faire croquer par le Dragon du Feu Ignemikhal… qui n’était autre que son grand ami : Arty !","Vous tremblez à l’idée d’être touché par la malédiction d’Halouine ? Pas de panique ! On raconte qu’il suffit de se coiffer d’une Citwouille pour éloigner le mauvais sort. Essayez donc, vous verrez ! Dans le pire des cas, ce sont les enfants turbulents que vous éloignerez !"
2022-11-01,"Mitomiel est le Méryde de l’impudeur. Les règles de bienséance, très peu pour lui ! Donnez-lui un pantalon, et l’instant d’après il ne l’a déjà plus, soi-disant parce qu’il est décousu ! Mais si ça continue, on verra tout son…","Le Captain Chafer a disparu à l’Âge des Dofus, dans des conditions aujourd’hui encore inexpliquées... Il était connu pour son caractère fourbe, sa cruauté, son slip en cuir... Mais aussi pour son amour du tango et de la corde à sauter !","Le meilleur moyen de célébrer la Fête du Slip du Captain Chafer, c’est de se balader en tenue légère ! Et tant pis si, pour cela, vous choquez quelques grand-mères Enutrofs au passage ! Aujourd’hui, c’est décidé, vous allez montrer à tous que, dans votre foyer, c’est vous qui portez la culotte !"
2022-11-02,"Nikodeus est le Méryde de la métamorphose. Sur un coup de tête, il est capable de transformer un bellâtre en Bwork repoussant, ou mieux : un Iop en Tofu – ce qui, question intelligence, ne changerait pas grand-chose, il faut l’avouer…","Brumen Tinctorias, un Eniripsa de l’Âge des Dofus, a été totalement corrompu par les Landes de Sidimote. Cette région hostile a mutilé son corps et transformé son âme en profondeur, faisant de lui un véritable monstre ! Avoir un esprit sain dans un corps sain… ce n’est pas donné à tout le monde !","Aujourd’hui, l’heure est à la transformation ! Vous allez pouvoir métamorphoser le Bwork qui est en vous en guerrier séduisant, doté d’attributs avantageux. Mais attention, l’habit ne fait pas le disciple ! Et parfois les plus jolis visages cachent les créatures les plus corrompues !
"
2022-11-03,Miloune est la Méryde du tissage. C’est grâce à elle que les aventuriers du Monde des Douze peuvent revêtir de magnifiques panoplies… ou que le célèbre Captain Chafer a pu s’offrir son non moins célèbre slip !,"Grufon est un Shushu. C’est dans sa nature de nuire à son prochain ! Il trame sûrement quelque plan sournois, mais bloqué dans une carte, c’est difficile d’être un vilain. Alors, quand il arrive à prendre possession d’une Arakne, il profite de ses « grands » pouvoirs… mais décline toute responsabilité !","Aujourd’hui, tous à vos aiguilles ! C’est le moment de finir l’écharpe en soie d’Arakne que vous aviez commencé à tricoter... Et plutôt que de faire ça seul dans votre coin, invitez donc quelques copains ! C’est bien connu : le tricot, ça tisse des liens !"
2022-11-04,"Kacinka est la Méryde de la justice. L’impunité et les abus, ça lui donne de l’urticaire ! Pour garder une peau douce et soyeuse, elle inspire donc aux justiciers le goût de ce qui est juste, afin qu’ils fassent justice en son nom… et que son teint reste juste parfait !","Quand l’ordre et la vérité sont menacés, le Chevalier Justice surgit hors de la nuit et court rétablir l'ordre au galop ! Sa mission première est de protéger le monde de la menace des Shushus. Pas de doute : lorsqu’on le voit à bord de son train, c’est que la justice est en marche...","Vous rêvez de devenir un héros ? De défendre la veuve et le Pioussin ? Parfait ! Il est temps de faire du Monde des 12 une terre plus juste ! Alors, commencez donc par aller arrêter quelques bandits ! Et si vous ne savez pas comment vous y prendre, demandez conseil à un représentant de la justice !
"
2022-11-05,Mathrû est le Méryde de la vengeance. Un Sram vous a arnaqué ? Un Iop vous a donné un coup de poing ? Un seul recours : prier Mathrû ! Il a tout un tas d’idées tordues à vous soumettre pour faire payer vos tourmenteurs !,"Ardwin a l’âme d’un artiste. Mais son oncle, Phil Harmonic, n’a jamais su reconnaître son talent ! Pour prendre sa revanche et faire chanter son cher tonton, une seule solution s’offre à lui : réduire la Barde Academy au silence, en devenant le voleur de voix ! C’est la loi de la chanson !","Aujourd’hui est le jour idéal pour vous venger ! Faites une liste de tous vos ennemis, rappelez-vous les coups bas qu’ils vous ont fait, le rictus mauvais qu’ils arboraient en vous regardant souffrir... Vous y êtes ? Alors, foncez leur rafraichir la mémoire ! La vengeance est un plat qui se mange givré !"
2022-11-06,"Hito est le Méryde des ecchymoses. Pour lui, quand un crochet du gauche est réussi, ça se fête ! C’est pour cela qu’il rôde toujours à proximité des bagarres. Et s’il dépose ses marques là où les baroudeurs se prennent des coups, c’est justement pour marquer le coup !","Œil au beurre noir, soins dérisoires. Bagarre de comptoir, du travail jusqu'à ce soir. – Proverbe Eniripsa.","Aujourd’hui, il y a de grandes chances qu’on vous prenne pour un bleu ! Peut-être parce qu’à force de recevoir des châtaignes, ou de vous faire piétiner par des Trools, vous allez finir par ressembler à une ecchymose géante ! De quoi donner une Trool, euh... une trouille bleue à tous vos proches !
"
2022-11-07,"Pouki est la Méryde du camouflage. C’est elle qui donne aux Tofus leur belle couleur dorée, afin qu’ils puissent se cacher dans les champs de blé ! Mais sa meilleure trouvaille, c’est sans conteste l’apparence du Boo, qui peut aisément se fondre dans une flaque… de boue.","Ejipe est un Sram de l’Âge des Dofus ! Il a beau n’être encore qu’un enfant, il maîtrise parfaitement l’invisibilité et la création de doubles ! Grâce à ces pouvoirs, il peut se fondre dans n’importe quel décor ! Pratique pour faire les poches des Enutrofs. Ou pour voir sous les jupes des filles...","Aujourd’hui, vous allez pouvoir vous fondre dans la masse ! Un seul mot d’ordre : passer inaperçu ! Alors, déguisez-vous en Bouftou ou utilisez la technique d’invisibilité du Prespic ! En dernier recours, vous pourrez toujours courir vous cacher dans une forêt sombre et reculée ! C’est plus simple."
2022-11-08,"Poup est le Méryde de la folie. Sous son influence, un Eniripsa peut soudain se mettre à massacrer un parterre de fleurs ! Et le plus radin des Enutrofs est capable de dépenser toute sa fortune dans une paire de sandalettes en bois ! C’est dire si son pouvoir est puissant…","Qilby, un Eliatrope de l’Ère du Wakfu, souffre d’une horrible malédiction : il se souvient de chacune de ses vies ! De chaque déception qu’il a ressentie. Et surtout, de chacune des morts qu’il a subies ! Pas étonnant qu’il soit devenu aussi fou qu’un Pandawa sobre depuis trop longtemps !","Aujourd’hui, le monde est fou ! Oh oui ! Et il n’est pas impossible que vous le deveniez vous aussi... À force de courir dans tous les sens comme vous le faites, vous risquez de vous égarer dans le dédale... de vos pensées. Et quand on ne sait plus où donner de la tête, on finit toujours par la perdre !
"
2022-11-09,"Tilapiatsu est le Méryde des naufrages. Il ne les provoque pas par plaisir, mais simplement par maladresse. Il faut dire qu’avec son corps recouvert de récifs pointus, il ferait mieux d’éviter de se baigner près des navires…","Les voyages en bateau, ça finit souvent par un naufrage… surtout quand un gigantesque monstre marin rôde dans les parages ! C’est ce qui est arrivé à la Confrérie du Tofu alors qu’elle était à la recherche de l’île d’Oma ! Pas de chance ! Quoique…","Aujourd’hui, vous pourriez vite avoir la tête sous l’eau ! Si vous aviez prévu une balade en mer, mieux vaut vous abstenir. Vous risqueriez de finir seul, échoué dans un endroit paradisiaque (ce qui n’est pas si mal)… ou à tailler une bavette avec les fantômes d’anciens naufragés (ce qui est moins sympa)."
2022-11-10,Otoul est le Méryde de l’intelligence. On dit qu’il se penche sur le berceau des nouveau-nés pour les doter de certaines facultés intellectuelles. Ceux qui ont ses bonnes grâces deviendront par la suite des savants… les autres deviendront certainement des Iops !,"Noir Jack est un puissant Eniripsa de l’Âge des Dofus ! Rompu à l’art du soin, il possède surtout l’un des esprits les plus vifs de son temps ! Ainsi, il arrive à créer la vie à partir de cadavres ou à comprendre la vraie nature d’Arty d’un simple regard ! Pas mal, non ?","Aujourd’hui, le monde entier fera preuve d’une grande intelligence ! Personne ne sera épargné ! Pas même les Iops de la plus pure espèce, qui – ô miracle ! – arriveront aujourd'hui à tenir des propos à peu près pertinents. Il ne manquerait plus que les Dragodindes se mettent à parler..."
2022-11-11,"Namsporp est le Méryde de la laideur. S’il se penche sur votre berceau, c’est fichu : il ne vous restera plus qu’à passer votre vie à vous cacher. Dans le cas contraire, les gens qui vous croiseront risquent fort de s’enfuir en criant « Ah, laide ! Ah, laide ! »","La Princesse Lela a aussi des raisons d’être triste. Elle et trois autres princesses sont victimes d’une malédiction du dieu Osamodas qui les a rendues laides à faire peur. Surnommées les Miss Moches, elles attendent qu’un beau chevalier vienne les sauver. Peut-être Tristepin pourrait-il les aider ?","N’ayez plus honte de vos yeux qui louchent et de votre nez gros comme une Citwouille ! Car aujourd’hui, vous allez pouvoir tout miser sur votre charme intérieur ! Espérons pour vous que la beauté cachée des laids se voie sans délai !"
2022-11-12,"Jacoula est le Méryde des abysses. Son caractère froid le pousse à éviter la compagnie de ses semblables. Voilà pourquoi il se retire dans les profondeurs sous-marines, là où personne ne viendra l’embêter. Enfin, personne… Qui sait ? Si ça se trouve, sous l’océan, c’est la fête tous les soirs !","Kabrok, alias le Corbeau Noir, est un Osamodas de l’Ère du Wakfu. Au premier abord, ses desseins peuvent sembler aussi sombres que les profondeurs de la Mer d’Asse. Pourtant, ce bandit-marchand rêve simplement d’aventure… et de réapprovisionner son magasin pour sa chère Miranda !","Vous avez toujours rêvé de connaître l’ivresse des profondeurs ? Qu’à cela ne tienne ! Aujourd’hui, vous allez pouvoir plonger librement au cœur des fosses les plus obscures, et peut-être y dénicher des trésors ! Alors, ne soyez pas septique : qui sait quel gros poisson vous pourriez y pêcher !
"
2022-11-13,Dek est le Méryde des poisons. C’est lui qui donne leurs toxines aux plantes vénéneuses et aux bestioles venimeuses. Il est aussi apprécié de certains Eniripsas qui sont passés du côté obscur de l’alchimie…,"Sur la route de Chtibrout, Amalia se fait empoisonner par une Rose démoniaque ! Elle a beau être une Sadida, elle manque tout de même d’y laisser quelques pétales… Heureusement, la Confrérie du Tofu veille aux graines ! Même si pour cela il faut affronter une grand-mère… venimeuse !","Aujourd’hui, les gens seront imbuvables avec vous ! Leurs paroles seront plus irritantes qu’une centaine de piqûres d’Arakne ! Alors, puisqu’ils ont décidé de vous empoisonner la vie, pourquoi vous priver ? Le seul antidote qui pourra vous soulager : les massacrer comme des Rats !"
2022-11-14,"Flouky est la Méryde de la persévérance. Lassitude ? Découragement ? Perte de motivation ? Pas de panique ! Flouky est là pour vous aider. Avec elle, pas question de baisser les bras ! Elle vous poussera à aller jusqu’au bout… quitte à ne plus vous lâcher ! Qui a dit qu’elle était pénible ?","Un peu de persévérance suffit à accomplir de grandes choses. Et ce n’est pas Jackapal qui dira le contraire ! Car malgré ses cinq kilopods tout mouillé et ses quelques centikamètres de haut, il est devenu le premier Flaqueux champion de Boufbowl !","Aujourd’hui, on ne se décourage pas ! Si vous vous retrouvez en difficulté, il faut persévérer et relever le défi à tout prix ! C’est comme lorsqu’on tombe de Dragodinde : le meilleur moyen de vaincre son appréhension, c’est de se remettre en selle tout de suite ! Ou de continuer à pied...
"
2022-11-15,"Reniator est le Méryde des stratagèmes. Il est aussi rusé qu’un Lenald ! C’est grâce à lui si l’on parvient à se sortir de situations délicates : repousser une armée ennemie, prendre d’assaut un donjon, éviter une corvée de vaisselle...","Ogivol Scalarcin, bandit Sram de l’Âge des Dofus, fut un jour puni par le dieu Xélor pour avoir commis un larcin de trop. Ses os s’écartèrent les uns des autres, et ses membres devinrent mous comme de la Gelée Fraise. Depuis, il n’a de cesse de chercher un stratagème pour lever sa malédiction.","Aujourd’hui est un jour dédié au dieu des voleurs. Si Roublards et Srams seront forcément de la partie, rien ne vous empêche de commettre vous-même un petit larcin, y compris si vous êtes un Eniripsa ! Le tout, c’est de bien se préparer avant, pour ne pas tomber sur un os !"
2022-11-16,"Mustasly est le Méryde des ordures. Il les aime tellement qu’il ne peut pas s’empêcher de les… manger ! Au menu ce soir : gratin de poubelle et son ragoût des égouts, accompagné d’un petit verre d’eau de vaisselle… Priez pour qu’il ne vous invite jamais à dîner !","« Dis-moi ce que tu manges, je te dirais ce que tu es » : cette phrase bien connue prend un sens tout à fait particulier lorsqu’elle s’applique au Sphincter Cell, un rat d’égout dégoûtant de l’Âge des Dofus…","Aujourd’hui, vous aurez envie de tout jeter ! C’est le moment ou jamais de vous débarrasser de vos vieilles panoplies usées et de tout ce qui encombre vos armoires. En bref, un seul mot d’ordre pour cette journée : tout à l’égout !
"
2022-11-17,"Messikriss est le Méryde de la conservation. Grâce à lui, les aliments gardent toute leur saveur et leurs nutriments, à l’abri de l’air et de la lumière. En revanche, il semble que son pouvoir n’ait aucun effet sur la peau des Enutrofettes...","Kriss la Krass est sans doute l’un des plus célèbres Boufbowlers de l’Ère du Wakfu. Pour conserver la forme, et son statut de champion, il se soumet à une discipline de fer ! En revanche, pour conserver un beau bronzage, une simple bouse de Bouftou fraîche fait l’affaire...","Aujourd’hui, vous allez pouvoir vous convertir aux conserves ! C’est en effet le jour idéal pour préparer de savoureuses viandes, et les mettre au frais. Si vous êtes Pandawa, profitez-en aussi pour goûter quelques bières bien fraiches ! C’est le meilleur moyen pour vous de conserver la santé.
"
